Loading parameters

Initial system energy
-102740.39344255207 kJ/mol

MD run: 10000000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
51.1%	5115000	5015.000000563123	-103055.55790631426	198.87738609841196	135	52:06
51.2%	5120000	5020.000000564141	-102008.39903166611	201.58056326025041	135	52:03
51.2%	5125000	5025.00000056516	-102518.42108262796	201.7467748041203	135	52:00
51.3%	5130000	5030.000000566179	-102468.37248329818	201.26155249923963	135	51:56
51.4%	5135000	5035.000000567197	-102462.96861655312	205.67266754229243	135	51:53
51.4%	5140000	5040.000000568216	-102344.65892296704	198.53609315053842	135	51:50
51.5%	5145000	5045.0000005692345	-101648.90694917738	203.1693981605727	135	51:47
51.5%	5150000	5050.000000570253	-102197.11178495036	201.83839747667906	135	51:44
51.5%	5155000	5055.000000571272	-102673.6399957207	203.63296491252962	135	51:40
51.6%	5160000	5060.00000057229	-101636.33497138182	201.97260786497236	135	51:37
51.6%	5165000	5065.000000573309	-102259.32829255331	197.50783957491845	135	51:34
51.7%	5170000	5070.000000574328	-102043.35761670675	200.51834212699765	135	51:31
51.8%	5175000	5075.000000575346	-102322.35253346758	197.861074135937	135	51:27
51.8%	5180000	5080.000000576365	-102059.3931842628	202.90711722125917	135	51:24
51.9%	5185000	5085.000000577384	-102152.35342488205	200.04786317638286	135	51:21
51.9%	5190000	5090.000000578402	-102450.08193202317	202.4770871850017	135	51:18
52.0%	5195000	5095.000000579421	-102490.8982467656	202.0084678601125	135	51:14
52.0%	5200000	5100.0000005804395	-102647.66631627502	206.03852788528775	135	51:11
52.0%	5205000	5105.000000581458	-101666.2778204293	202.11268964982952	135	51:08
52.1%	5210000	5110.000000582477	-102878.13554788008	202.08196054302672	135	51:05
52.1%	5215000	5115.000000583495	-102348.90553911263	200.77088994316898	135	51:02
52.2%	5220000	5120.000000584514	-101728.43221442448	206.16581865411538	135	50:58
52.2%	5225000	5125.000000585533	-102193.2612346122	202.76980114275952	135	50:55
52.3%	5230000	5130.000000586551	-102270.19906971091	198.6350896540893	135	50:52
52.4%	5235000	5135.00000058757	-101834.11716690473	200.86082982656944	135	50:49
52.4%	5240000	5140.000000588589	-102873.83523182757	198.51124985956466	135	50:45
52.5%	5245000	5145.000000589607	-102816.79613704234	204.28264477082033	135	50:42
52.5%	5250000	5150.000000590626	-102260.08726009866	202.81106266373138	135	50:39
52.5%	5255000	5155.0000005916445	-101871.62419523904	199.27934785698065	135	50:36
52.6%	5260000	5160.000000592663	-102032.64468166977	204.3028424283619	135	50:33
52.6%	5265000	5165.000000593682	-102714.46492621116	201.98625347084203	135	50:29
52.7%	5270000	5170.0000005947	-102742.39425330702	198.96517340686358	135	50:26
52.8%	5275000	5175.000000595719	-102080.25978457602	199.99500462698566	135	50:23
52.8%	5280000	5180.000000596738	-102507.63962087873	201.2942279139915	135	50:20
52.9%	5285000	5185.000000597756	-102335.58378710644	197.58634150284823	135	50:16
52.9%	5290000	5190.000000598775	-102555.51775078243	200.2259562197666	135	50:13
53.0%	5295000	5195.000000599794	-102899.63011097023	200.33675735577665	135	50:10
53.0%	5300000	5200.000000600812	-101148.79484239453	200.2103001421864	135	50:07
53.0%	5305000	5205.000000601831	-102399.07994889375	200.52496659612052	135	50:04
53.1%	5310000	5210.0000006028495	-102335.6483578072	197.3684292914072	135	50:00
53.1%	5315000	5215.000000603868	-101807.36900868407	203.0792295875982	135	49:57
53.2%	5320000	5220.000000604887	-102577.6904683942	198.68286134246497	135	49:54
53.2%	5325000	5225.000000605905	-102533.37660246296	201.8052379625221	135	49:51
53.3%	5330000	5230.000000606924	-102439.90924814576	200.43940549407822	135	49:47
53.4%	5335000	5235.000000607943	-102319.5138659738	199.7053761573193	135	49:44
53.4%	5340000	5240.000000608961	-102829.62984261615	198.05901544534603	135	49:41
53.5%	5345000	5245.00000060998	-101863.45055822283	201.78138385501734	135	49:38
53.5%	5350000	5250.0000006109985	-102870.99269143259	204.3381746207842	135	49:35
53.5%	5355000	5255.000000612017	-101869.12388616381	200.44254697374097	135	49:31
53.6%	5360000	5260.000000613036	-102006.80632413225	201.07808120052067	135	49:28
53.6%	5365000	5265.000000614054	-102060.2616270422	201.9396616473131	135	49:25
53.7%	5370000	5270.000000615073	-102600.23578566732	204.1931598176272	135	49:22
53.8%	5375000	5275.000000616092	-102264.34004976135	202.66602248013987	135	49:18
53.8%	5380000	5280.00000061711	-102570.35472030658	201.87096297850212	135	49:15
53.9%	5385000	5285.000000618129	-102110.79847866809	199.33204322077722	135	49:12
53.9%	5390000	5290.000000619148	-102074.90120169474	204.40357089710142	135	49:09
54.0%	5395000	5295.000000620166	-102244.35789680295	201.87191997816117	135	49:06
54.0%	5400000	5300.000000621185	-102141.3290594425	200.03377454235522	135	49:02
54.0%	5405000	5305.0000006222035	-101884.16843187064	203.16381547489559	135	48:59
54.1%	5410000	5310.000000623222	-102640.00578578282	204.42454951074404	135	48:56
54.1%	5415000	5315.000000624241	-102254.85576468147	198.73383011198825	135	48:53
54.2%	5420000	5320.000000625259	-101963.20985667221	203.53273246897652	135	48:49
54.2%	5425000	5325.000000626278	-102427.01965254173	203.01610856905165	135	48:46
54.3%	5430000	5330.000000627297	-101425.10640323255	202.135326299205	135	48:43
54.4%	5435000	5335.000000628315	-102626.80474333279	198.76138437361297	135	48:40
54.4%	5440000	5340.000000629334	-102046.10514120152	204.04261354757944	135	48:37
54.5%	5445000	5345.000000630353	-102426.58670695359	203.7100965354745	135	48:33
54.5%	5450000	5350.000000631371	-102294.77056956338	204.32128586536857	135	48:30
54.5%	5455000	5355.00000063239	-102705.43175937189	202.94252751109283	135	48:27
54.6%	5460000	5360.0000006334085	-102929.21562214522	202.09993807650525	135	48:24
54.6%	5465000	5365.000000634427	-101755.63056592131	198.4193722510654	135	48:21
54.7%	5470000	5370.000000635446	-102620.27684328007	202.9926630090149	135	48:17
54.8%	5475000	5375.000000636464	-102348.82274208497	198.23613458733908	135	48:14
54.8%	5480000	5380.000000637483	-102064.35671680141	206.61145729929453	135	48:11
54.9%	5485000	5385.000000638502	-102611.09189328644	204.94353577309738	135	48:08
54.9%	5490000	5390.00000063952	-102328.35320253065	204.76094503168193	135	48:04
55.0%	5495000	5395.000000640539	-102008.6648561228	199.27355581845802	135	48:01
55.0%	5500000	5400.000000641558	-102946.87512100302	197.27920454985798	135	47:58
55.0%	5505000	5405.000000642576	-102053.5852236501	203.4200005808099	135	47:55
55.1%	5510000	5410.000000643595	-102054.99172836915	199.31476469488817	135	47:52
55.1%	5515000	5415.0000006446135	-102547.02141267294	198.77290605313325	135	47:48
55.2%	5520000	5420.000000645632	-102111.38893624349	203.33703613608094	135	47:45
55.2%	5525000	5425.000000646651	-102410.77450910537	201.34434747901417	135	47:42
55.3%	5530000	5430.000000647669	-102232.34932868229	199.68134238974216	135	47:39
55.4%	5535000	5435.000000648688	-102679.74426227296	206.72234441729591	135	47:35
55.4%	5540000	5440.000000649707	-102363.06656024838	201.06189801429448	135	47:32
55.5%	5545000	5445.000000650725	-102342.3879909725	200.85293570299586	135	47:29
55.5%	5550000	5450.000000651744	-101640.16765713645	204.91531627592863	135	47:26
55.5%	5555000	5455.0000006527625	-102361.70015423838	197.91968758220204	135	47:23
55.6%	5560000	5460.000000653781	-102484.32103998028	202.53715277330204	135	47:19
55.6%	5565000	5465.0000006548	-102323.14250410255	201.72694513247959	135	47:16
55.7%	5570000	5470.000000655818	-102842.44108237932	198.0127682865576	135	47:13
55.8%	5575000	5475.000000656837	-101933.39929861575	205.0673808374808	135	47:10
55.8%	5580000	5480.000000657856	-101391.85889286734	200.30476115526335	135	47:07
55.9%	5585000	5485.000000658874	-101998.35515344935	199.67657884051198	135	47:03
55.9%	5590000	5490.000000659893	-102150.52766268654	198.78291668506938	135	47:00
56.0%	5595000	5495.000000660912	-101961.54558475362	203.67889154948207	135	46:57
56.0%	5600000	5500.00000066193	-103232.40118943062	202.43946369339267	135	46:54
56.0%	5605000	5505.000000662949	-102252.25920238905	199.52199795058647	135	46:50
56.1%	5610000	5510.0000006639675	-102478.285854341	199.99690695581643	135	46:47
56.1%	5615000	5515.000000664986	-102823.0025518802	204.73277646790265	135	46:44
56.2%	5620000	5520.000000666005	-102089.89852320775	201.5503265639144	135	46:41
56.2%	5625000	5525.000000667023	-101978.05188897066	201.35327420233205	135	46:38
56.3%	5630000	5530.000000668042	-102906.94691301417	203.2002674421	135	46:34
56.4%	5635000	5535.000000669061	-102304.04151745001	200.0416367414354	135	46:31
56.4%	5640000	5540.000000670079	-101865.81661922717	203.7412168325868	135	46:28
56.5%	5645000	5545.000000671098	-101956.47217896301	199.3459589590265	135	46:25
56.5%	5650000	5550.000000672117	-102819.32616419811	202.45571038827913	135	46:22
56.5%	5655000	5555.000000673135	-102490.11373586161	202.21764192482038	135	46:18
56.6%	5660000	5560.000000674154	-102348.08413520223	203.45029637286308	135	46:15
56.6%	5665000	5565.0000006751725	-101787.92787967622	202.33950490764786	135	46:12
56.7%	5670000	5570.000000676191	-102498.8394213994	200.67637009650568	135	46:09
56.8%	5675000	5575.00000067721	-102596.55160027277	204.34728318523977	135	46:06
56.8%	5680000	5580.000000678228	-101548.06569870608	203.136628761244	135	46:02
56.9%	5685000	5585.000000679247	-102587.66656097677	202.78963178579744	135	45:59
56.9%	5690000	5590.000000680266	-101765.46949100448	201.2507832922673	135	45:56
57.0%	5695000	5595.000000681284	-102431.14909260068	202.8262522253604	135	45:53
57.0%	5700000	5600.000000682303	-102227.36522928439	199.9535586279207	135	45:49
57.0%	5705000	5605.000000683322	-101784.55545379594	201.73840206038344	135	45:46
57.1%	5710000	5610.00000068434	-102906.95455151377	203.75331566738598	135	45:43
57.1%	5715000	5615.000000685359	-102525.52600121545	207.8037389902241	135	45:40
57.2%	5720000	5620.0000006863775	-101557.84010031307	199.134056551109	135	45:37
57.2%	5725000	5625.000000687396	-101997.33565046964	202.75217382173523	135	45:33
57.3%	5730000	5630.000000688415	-102455.79417066462	198.53288378254	135	45:30
57.4%	5735000	5635.000000689433	-101769.95318066562	202.4197988455326	135	45:27
57.4%	5740000	5640.000000690452	-102264.33247573441	204.18932083279375	135	45:24
57.5%	5745000	5645.000000691471	-102408.98706375668	202.05510291467905	135	45:21
57.5%	5750000	5650.000000692489	-102768.35474319849	199.66527478388335	135	45:17
57.5%	5755000	5655.000000693508	-102071.72255122475	203.77834998346185	135	45:14
57.6%	5760000	5660.0000006945265	-102089.39828171907	199.5885539797316	135	45:11
57.6%	5765000	5665.000000695545	-102482.78136831941	196.95471159597267	135	45:08
57.7%	5770000	5670.000000696564	-102137.36379026296	204.01834002389208	135	45:04
57.8%	5775000	5675.000000697582	-101731.06086804671	203.3770712731284	135	45:01
57.8%	5780000	5680.000000698601	-101235.56159303803	202.4598205649033	135	44:58
57.9%	5785000	5685.00000069962	-102495.15902335942	202.49022548077713	135	44:55
57.9%	5790000	5690.000000700638	-101972.90421414189	202.38203192509425	135	44:52
58.0%	5795000	5695.000000701657	-102142.36729439814	199.92593798869672	135	44:48
58.0%	5800000	5700.000000702676	-101993.37073347764	202.4750459483521	135	44:45
58.0%	5805000	5705.000000703694	-102341.02855173498	202.32746222536065	135	44:42
58.1%	5810000	5710.000000704713	-102171.34782648971	205.82850634009148	135	44:39
58.1%	5815000	5715.0000007057315	-102675.85758038238	203.06820259770376	135	44:36
58.2%	5820000	5720.00000070675	-102561.49448356964	197.65160941312706	135	44:32
58.2%	5825000	5725.000000707769	-101982.2611778006	202.26380744290364	135	44:29
58.3%	5830000	5730.000000708787	-101936.23667715536	203.78269955222737	135	44:26
58.4%	5835000	5735.000000709806	-101886.00747025851	198.23111681351494	135	44:23
58.4%	5840000	5740.000000710825	-102602.07106466265	201.58037938474257	135	44:19
58.5%	5845000	5745.000000711843	-102435.9350924152	204.28795685512324	135	44:16
58.5%	5850000	5750.000000712862	-102677.70958267525	204.5791664086454	135	44:13
58.5%	5855000	5755.000000713881	-102176.46298040915	204.8168111677058	135	44:10
58.6%	5860000	5760.000000714899	-102766.3031951175	201.14585305566385	135	44:07
58.6%	5865000	5765.000000715918	-102447.82816855656	205.42342657315692	135	44:03
58.7%	5870000	5770.0000007169365	-101720.2067842707	203.9872579407622	135	44:00
58.8%	5875000	5775.000000717955	-102637.90398555202	202.89288097884094	135	43:57
58.8%	5880000	5780.000000718974	-102263.5296660536	203.55526732056884	135	43:54
58.9%	5885000	5785.000000719992	-102478.92185506178	199.09880447644673	135	43:50
58.9%	5890000	5790.000000721011	-102509.48369274754	198.02130137423327	135	43:47
59.0%	5895000	5795.00000072203	-101921.30939431116	204.23088108321116	135	43:44
59.0%	5900000	5800.000000723048	-102550.7181503931	198.52674219288622	135	43:41
59.0%	5905000	5805.000000724067	-102079.57274922729	200.3815327015423	135	43:38
59.1%	5910000	5810.000000725086	-102279.76515172422	200.17234685269014	135	43:34
59.1%	5915000	5815.000000726104	-103185.91485356214	201.83439385033526	135	43:31
59.2%	5920000	5820.000000727123	-102754.96811880777	201.50856002277854	135	43:28
59.2%	5925000	5825.0000007281415	-102216.8032449293	200.80856510266085	135	43:25
59.3%	5930000	5830.00000072916	-101998.87793495506	201.2593946075236	135	43:22
59.4%	5935000	5835.000000730179	-102534.63446696475	199.2169518753284	135	43:18
59.4%	5940000	5840.000000731197	-102658.52942447877	199.7745933714869	135	43:15
59.5%	5945000	5845.000000732216	-102077.60143878078	201.68759121738034	135	43:12
59.5%	5950000	5850.000000733235	-102307.80186763545	200.32032537190432	135	43:09
59.5%	5955000	5855.000000734253	-101535.96709897276	202.82514333652574	135	43:06
59.6%	5960000	5860.000000735272	-102616.28453493118	205.4937633202255	135	43:02
59.6%	5965000	5865.0000007362905	-102215.8018942317	204.61638046325257	135	42:59
59.7%	5970000	5870.000000737309	-103040.94045352517	201.99421400095517	135	42:56
59.8%	5975000	5875.000000738328	-102062.64122054726	203.57283733342766	135	42:53
59.8%	5980000	5880.000000739346	-102630.6770143183	199.04750664536397	135	42:49
59.9%	5985000	5885.000000740365	-101814.3076371504	201.86937832990967	135	42:46
59.9%	5990000	5890.000000741384	-102681.60881659854	204.15706469577182	135	42:43
60.0%	5995000	5895.000000742402	-102180.75967819477	202.24045700868714	135	42:40
60.0%	6000000	5900.000000743421	-101590.30417239387	200.09464393109442	135	42:37
60.0%	6005000	5905.00000074444	-101710.89657563111	202.07561479032876	135	42:33
60.1%	6010000	5910.000000745458	-101834.94432949508	200.5579855595871	135	42:30
60.1%	6015000	5915.000000746477	-102219.76595427748	204.30912291596212	135	42:27
60.2%	6020000	5920.0000007474955	-101698.5382053135	201.0266509404883	135	42:24
60.2%	6025000	5925.000000748514	-102214.45850537252	201.37328382330298	135	42:21
60.3%	6030000	5930.000000749533	-101491.74077002285	202.75310993346912	135	42:17
60.4%	6035000	5935.000000750551	-101579.11911347276	199.65844851621583	135	42:14
60.4%	6040000	5940.00000075157	-102637.04162861966	202.34082164245336	135	42:11
60.5%	6045000	5945.000000752589	-102588.90039356844	205.05879049788734	135	42:08
60.5%	6050000	5950.000000753607	-101993.26476295199	200.06074565924487	135	42:05
60.5%	6055000	5955.000000754626	-101791.65795000969	203.57110768171805	135	42:01
60.6%	6060000	5960.000000755645	-102293.68554799492	204.1305306189757	135	41:58
60.6%	6065000	5965.000000756663	-102168.57920062356	202.64936672932004	135	41:55
60.7%	6070000	5970.000000757682	-102538.19108693954	202.02668372249437	135	41:52
60.8%	6075000	5975.0000007587005	-101825.84724961361	202.25783507360012	135	41:48
60.8%	6080000	5980.000000759719	-102072.71147238184	199.30148137141236	135	41:45
60.9%	6085000	5985.000000760738	-101658.2046385738	198.4076851212029	135	41:42
60.9%	6090000	5990.000000761756	-102402.8380168099	200.30904286766574	135	41:39
61.0%	6095000	5995.000000762775	-102291.23453211831	199.8901348491138	135	41:36
61.0%	6100000	6000.000000763794	-102394.04983355524	200.4673619311277	135	41:32
61.0%	6105000	6005.000000764812	-101872.24828356132	200.9046264513298	135	41:29
61.1%	6110000	6010.000000765831	-102467.35326006915	200.64084154001134	135	41:26
61.1%	6115000	6015.00000076685	-102416.21665589837	199.51333036516755	135	41:23
61.2%	6120000	6020.000000767868	-101729.23941275198	202.52250500949074	135	41:20
61.2%	6125000	6025.000000768887	-102296.29219829151	201.12430813532666	135	41:16
61.3%	6130000	6030.0000007699055	-102470.84767035628	205.0924549338708	135	41:13
61.4%	6135000	6035.000000770924	-102271.12009490281	203.47167356480685	135	41:10
61.4%	6140000	6040.000000771943	-102449.65259120055	200.46314989682267	135	41:07
61.5%	6145000	6045.000000772961	-102192.46170836827	204.31697778556622	135	41:04
61.5%	6150000	6050.00000077398	-102358.15904374653	201.00485890089604	135	41:00
61.5%	6155000	6055.000000774999	-102196.11363263335	204.42420888323377	135	40:57
61.6%	6160000	6060.000000776017	-102189.50250763027	206.276420082335	135	40:54
61.6%	6165000	6065.000000777036	-102214.09264436038	205.0172835272257	135	40:51
61.7%	6170000	6070.0000007780545	-102777.50169990212	203.8913861473799	135	40:48
61.8%	6175000	6075.000000779073	-102878.43524346547	200.37468717356222	135	40:44
61.8%	6180000	6080.000000780092	-102210.59535916988	203.7989583526842	135	40:41
61.9%	6185000	6085.00000078111	-102172.80838888697	202.1216671837187	135	40:38
61.9%	6190000	6090.000000782129	-102849.26089249877	205.85216469669848	135	40:35
62.0%	6195000	6095.000000783148	-102164.6575630675	201.47617472806272	135	40:31
62.0%	6200000	6100.000000784166	-102195.50482552219	198.78819879376067	135	40:28
62.0%	6205000	6105.000000785185	-102393.68042870052	199.26818546065797	135	40:25
62.1%	6210000	6110.000000786204	-101688.39100320265	200.12224581344572	135	40:22
62.1%	6215000	6115.000000787222	-102681.63863534108	201.7339755265967	135	40:19
62.2%	6220000	6120.000000788241	-101941.04145181691	199.3534893681893	135	40:15
62.2%	6225000	6125.0000007892595	-102419.1140084872	200.98625041705984	135	40:12
62.3%	6230000	6130.000000790278	-102618.89206727501	198.10464955295413	135	40:09
62.4%	6235000	6135.000000791297	-102297.33337089932	202.9480433308118	135	40:06
62.4%	6240000	6140.000000792315	-102225.23787286459	196.98387917408533	135	40:03
62.5%	6245000	6145.000000793334	-102440.00168814883	202.01645701261296	135	39:59
62.5%	6250000	6150.000000794353	-102832.62360656075	204.52545408855815	135	39:56
62.5%	6255000	6155.000000795371	-102091.29003104987	202.59710069938856	135	39:53
62.6%	6260000	6160.00000079639	-102596.28687745845	199.55509552674246	135	39:50
62.6%	6265000	6165.000000797409	-102459.14523758972	201.70951946285902	135	39:47
62.7%	6270000	6170.000000798427	-101817.43231410068	201.6707498808182	135	39:43
62.8%	6275000	6175.000000799446	-102167.77969871601	200.84254748044728	135	39:40
62.8%	6280000	6180.0000008004645	-101894.55313312588	203.07937495875214	135	39:37
62.9%	6285000	6185.000000801483	-102774.97306594253	202.47532832495196	135	39:34
62.9%	6290000	6190.000000802502	-102490.63515706128	197.15763069686943	135	39:30
63.0%	6295000	6195.00000080352	-101636.6926268437	203.86096283940714	135	39:27
63.0%	6300000	6200.000000804539	-101873.16778860474	199.2923688038538	135	39:24
63.0%	6305000	6205.000000805558	-102486.74100680742	202.5297328189126	135	39:21
63.1%	6310000	6210.000000806576	-102010.9309942075	202.65564437401366	135	39:18
63.1%	6315000	6215.000000807595	-101785.45349616278	199.97899032326123	135	39:14
63.2%	6320000	6220.000000808614	-102489.81306016445	198.24740846799332	135	39:11
63.2%	6325000	6225.000000809632	-102204.28688238887	202.08050644670763	135	39:08
63.3%	6330000	6230.000000810651	-102293.78073589131	202.90021494877064	135	39:05
63.4%	6335000	6235.000000811669	-102278.39435446216	200.06041788962395	135	39:02
63.4%	6340000	6240.000000812688	-102667.01649500756	208.6572128068392	135	38:58
63.5%	6345000	6245.000000813707	-102571.66416077968	199.9958158514872	135	38:55
63.5%	6350000	6250.000000814725	-102051.21981269168	203.13063085593382	135	38:52
63.5%	6355000	6255.000000815744	-102938.50197899854	200.23301733170996	135	38:49
63.6%	6360000	6260.000000816763	-102277.28296356369	201.97230499941062	135	38:46
63.6%	6365000	6265.000000817781	-102092.20942261769	202.7852879981462	135	38:42
63.7%	6370000	6270.0000008188	-101905.14722746983	202.0516320657639	135	38:39
63.8%	6375000	6275.0000008198185	-102461.82520144712	200.21840468626698	135	38:36
63.8%	6380000	6280.000000820837	-102185.04186448781	202.12015362856883	135	38:33
63.9%	6385000	6285.000000821856	-101609.0926655666	206.74986956879928	135	38:30
63.9%	6390000	6290.000000822874	-101656.89059760142	205.32757842364487	135	38:26
64.0%	6395000	6295.000000823893	-101827.23250375828	197.5928613170075	135	38:23
64.0%	6400000	6300.000000824912	-102317.37199062202	199.327256760202	135	38:20
64.0%	6405000	6305.00000082593	-102893.89735850366	200.67564276362887	135	38:17
64.1%	6410000	6310.000000826949	-102400.02765864832	197.7911123025707	135	38:14
64.2%	6415000	6315.000000827968	-101965.41894898796	201.85431220748035	135	38:10
64.2%	6420000	6320.000000828986	-102212.02667868091	202.82452091715703	135	38:07
64.2%	6425000	6325.000000830005	-102734.04412615765	199.81550821245395	135	38:04
64.3%	6430000	6330.0000008310235	-102280.96606501797	199.94130170917276	135	38:01
64.3%	6435000	6335.000000832042	-102321.14265073044	198.68758329354827	135	37:58
64.4%	6440000	6340.000000833061	-102793.46273472952	205.16280319865902	135	37:54
64.5%	6445000	6345.000000834079	-101797.21009726357	208.6181528968858	135	37:51
64.5%	6450000	6350.000000835098	-102284.86031122506	201.80324422931702	135	37:48
64.5%	6455000	6355.000000836117	-101379.17740971083	204.85295072680165	135	37:45
64.6%	6460000	6360.000000837135	-101811.38615273638	197.02760427869302	135	37:41
64.7%	6465000	6365.000000838154	-102051.51300030202	203.66070041301995	135	37:38
64.7%	6470000	6370.000000839173	-103030.5078651146	200.4942954353843	135	37:35
64.8%	6475000	6375.000000840191	-102273.45336951874	200.49064938458275	135	37:32
64.8%	6480000	6380.00000084121	-101655.96865732409	202.8155102091261	135	37:29
64.8%	6485000	6385.0000008422285	-102507.89628586126	202.54362044379974	135	37:25
64.9%	6490000	6390.000000843247	-101607.44401416229	201.18665380190947	135	37:22
65.0%	6495000	6395.000000844266	-102026.60134874424	200.09510550176051	135	37:19
65.0%	6500000	6400.000000845284	-102168.9339512852	198.8659597417487	135	37:16
65.0%	6505000	6405.000000846303	-102040.82533395989	205.07147225037284	135	37:13
65.1%	6510000	6410.000000847322	-102318.97860645736	202.57980667376796	135	37:09
65.2%	6515000	6415.00000084834	-102220.91553302808	202.02918124055734	135	37:06
65.2%	6520000	6420.000000849359	-102372.87732597673	202.1242273113661	135	37:03
65.2%	6525000	6425.000000850378	-102211.93999122502	203.98852189653212	135	37:00
65.3%	6530000	6430.000000851396	-102269.5856499495	199.00037813452306	135	36:57
65.3%	6535000	6435.000000852415	-101678.916949776	200.7620718988901	135	36:53
65.4%	6540000	6440.000000853433	-102092.47706336249	200.57204975289574	135	36:50
65.5%	6545000	6445.000000854452	-102310.65910231741	205.68004647177068	135	36:47
65.5%	6550000	6450.000000855471	-102155.98642737791	199.72993893435074	135	36:44
65.5%	6555000	6455.000000856489	-102258.28768430417	202.23757168196192	135	36:41
65.6%	6560000	6460.000000857508	-101799.06364855403	198.6000362526933	135	36:37
65.7%	6565000	6465.000000858527	-102417.50370194903	202.93635600061944	135	36:34
65.7%	6570000	6470.000000859545	-102152.59250550531	204.74864584273647	135	36:31
65.8%	6575000	6475.000000860564	-102321.29765575659	208.32971580540462	135	36:28
65.8%	6580000	6480.0000008615825	-101680.61675455328	203.88855476771195	135	36:25
65.8%	6585000	6485.000000862601	-102159.02581400983	203.03800299458683	135	36:21
65.9%	6590000	6490.00000086362	-102599.91988644795	199.2953342286239	135	36:18
66.0%	6595000	6495.000000864638	-102109.58486390952	201.19223590379852	135	36:15
66.0%	6600000	6500.000000865657	-102286.56663607387	205.37694330640846	135	36:12
66.0%	6605000	6505.000000866676	-102299.87778553413	202.97975596649025	135	36:09
66.1%	6610000	6510.000000867694	-101694.7197001609	204.02644542193553	135	36:05
66.2%	6615000	6515.000000868713	-102023.56281432696	202.99934047709573	135	36:02
66.2%	6620000	6520.000000869732	-102156.42859612638	204.8077623418251	135	35:59
66.2%	6625000	6525.00000087075	-102148.8021874521	203.98649798094254	135	35:56
66.3%	6630000	6530.000000871769	-101741.27182209771	203.88719207404048	135	35:52
66.3%	6635000	6535.0000008727875	-102395.73057632055	199.98515364375308	135	35:49
66.4%	6640000	6540.000000873806	-102185.6065405896	203.06711519254546	135	35:46
66.5%	6645000	6545.000000874825	-102715.30941890506	202.21325434233074	135	35:43
66.5%	6650000	6550.000000875843	-102290.41682971176	203.9523957448229	135	35:40
66.5%	6655000	6555.000000876862	-101459.59968995722	197.515346989734	135	35:36
66.6%	6660000	6560.000000877881	-101945.38014094112	203.01157629932584	135	35:33
66.7%	6665000	6565.000000878899	-102545.01862242352	204.8158536587824	135	35:30
66.7%	6670000	6570.000000879918	-102660.92615250451	202.44810353182544	135	35:27
66.8%	6675000	6575.000000880937	-102055.2253779266	206.37909128070373	135	35:24
66.8%	6680000	6580.000000881955	-102840.58188841958	202.3165121543208	135	35:20
66.8%	6685000	6585.000000882974	-102571.91213716473	203.1355326770601	135	35:17
66.9%	6690000	6590.0000008839925	-102564.65796335926	205.03398064601902	135	35:14
67.0%	6695000	6595.000000885011	-102896.3001688635	204.3827114256056	135	35:11
67.0%	6700000	6600.00000088603	-102461.67198697431	206.60949987493734	135	35:08
67.0%	6705000	6605.000000887048	-102529.6679121335	200.4011022753651	135	35:04
67.1%	6710000	6610.000000888067	-102243.31926214602	199.1123912476375	135	35:01
67.2%	6715000	6615.000000889086	-101993.57954657264	202.30738181881404	135	34:58
67.2%	6720000	6620.000000890104	-102171.33349327324	205.28014084158326	135	34:55
67.2%	6725000	6625.000000891123	-101546.73001513397	200.2465756606551	135	34:52
67.3%	6730000	6630.0000008921415	-102328.27562707523	201.84734124102852	135	34:48
67.3%	6735000	6635.00000089316	-102232.00618285267	202.91656031338763	135	34:45
67.4%	6740000	6640.000000894179	-102301.17330015358	201.03410405171127	135	34:42
67.5%	6745000	6645.000000895197	-102298.78953805845	203.18044131828086	135	34:39
67.5%	6750000	6650.000000896216	-102464.66934730532	200.88829818423747	135	34:36
67.5%	6755000	6655.000000897235	-102606.96470178617	205.11731692207604	135	34:32
67.6%	6760000	6660.000000898253	-102702.58256079722	203.7394751863406	135	34:29
67.7%	6765000	6665.000000899272	-102001.56406717049	198.11190451760868	135	34:26
67.7%	6770000	6670.000000900291	-102060.67324201902	204.8392584044446	135	34:23
67.8%	6775000	6675.000000901309	-103059.70516096428	200.21203018782236	135	34:20
67.8%	6780000	6680.000000902328	-102464.33928179089	202.58250518444004	135	34:16
67.8%	6785000	6685.0000009033465	-102301.51616383577	202.26096882670015	135	34:13
67.9%	6790000	6690.000000904365	-101933.69746649312	199.08564195948378	135	34:10
68.0%	6795000	6695.000000905384	-102652.05455042655	198.7000737131524	135	34:07
68.0%	6800000	6700.000000906402	-101843.59984907787	199.55583862712948	135	34:04
68.0%	6805000	6705.000000907421	-102820.49124459922	198.0904241483478	135	34:00
68.1%	6810000	6710.00000090844	-102219.23484194	202.03447033628413	135	33:57
68.2%	6815000	6715.000000909458	-102136.57595933508	201.14233039480735	135	33:54
68.2%	6820000	6720.000000910477	-102168.88711232785	200.96186368193133	135	33:51
68.2%	6825000	6725.000000911496	-101549.37115421798	198.77067181316463	135	33:48
68.3%	6830000	6730.000000912514	-102172.18320695823	198.65117063140818	135	33:44
68.3%	6835000	6735.000000913533	-102225.93430529023	201.41018939499247	135	33:41
68.4%	6840000	6740.0000009145515	-102021.00058232201	205.03818588471455	135	33:38
